Dmax,file
87.71903991699219,dd_150
91.23863983154297,dd_270
96.46707153320312,dd_029
92.6531753540039,dd_171
92.463134765625,dd_267
89.4691390991211,dd_135
88.11822509765625,dd_408
87.86048889160156,dd_086
88.89356231689453,dd_002
89.22332000732422,dd_265
88.50959014892578,dd_413
86.83819580078125,dd_097
89.14579772949219,dd_407
97.5512466430664,dd_064
92.7149658203125,dd_335
91.6716537475586,dd_348
90.7120361328125,dd_431
87.83843231201172,dd_042
90.52376556396484,dd_159
97.68892669677734,dd_273
103.639892578125,dd_296
87.39105224609375,dd_336
88.7519302368164,dd_153
95.5761947631836,dd_291
94.28093719482422,dd_020
92.81367492675781,dd_318
89.08918762207031,dd_044
89.24385070800781,dd_484
86.62561798095703,dd_355
88.51712036132812,dd_297
96.50383758544922,dd_426
96.8733139038086,dd_077
97.41060638427734,dd_216
90.40314483642578,dd_303
88.1961898803711,dd_487
90.95599365234375,dd_496
91.7613754272461,dd_169
94.73692321777344,dd_463
88.5675277709961,dd_266
93.57720184326172,dd_331
91.16201782226562,dd_281
87.17646789550781,dd_217
90.8692855834961,dd_092
87.81710815429688,dd_284
96.23453521728516,dd_380
93.45712280273438,dd_447
85.96100616455078,dd_286
87.65965270996094,dd_489
91.53799438476562,dd_253
90.55401611328125,dd_292
88.45623016357422,dd_290
91.59846496582031,dd_218
95.39388275146484,dd_160
86.52831268310547,dd_288
87.28591918945312,dd_440
96.38630676269531,dd_025
93.26586151123047,dd_085
93.45069885253906,dd_196
90.46598815917969,dd_073
85.68865203857422,dd_268
89.88137817382812,dd_208
98.44115447998047,dd_328
89.64976501464844,dd_488
96.93476104736328,dd_432
89.77142333984375,dd_182
95.50959777832031,dd_036
94.23824310302734,dd_478
89.33961486816406,dd_010
87.63678741455078,dd_061
85.40499877929688,dd_459
92.86585235595703,dd_202
89.47241973876953,dd_226
96.72986602783203,dd_272
82.71205139160156,dd_429
93.33061218261719,dd_173
91.30847930908203,dd_499
85.207763671875,dd_495
91.85922241210938,dd_106
90.59502410888672,dd_264
88.52186584472656,dd_458
94.94860076904297,dd_245
86.21294403076172,dd_480
95.61597442626953,dd_199
94.73177337646484,dd_222
95.25154876708984,dd_259
96.9017105102539,dd_353
91.67103576660156,dd_387
91.73062896728516,dd_152
87.79902648925781,dd_283
93.77438354492188,dd_422
86.59394836425781,dd_384
96.03101348876953,dd_123
94.94647216796875,dd_298
95.7000503540039,dd_360
92.51624298095703,dd_441
89.15702819824219,dd_475
94.83297729492188,dd_461
87.37165832519531,dd_138
101.87989044189453,dd_151
85.20999145507812,dd_280
97.47008514404297,dd_219
85.91094970703125,dd_017
95.24137878417969,dd_161
87.84772491455078,dd_124
89.49781036376953,dd_136
88.41163635253906,dd_129
96.63545989990234,dd_243
91.12368774414062,dd_375
91.52587890625,dd_062
96.08150482177734,dd_229
90.29788970947266,dd_121
91.72374725341797,dd_235
91.59605407714844,dd_049
97.16891479492188,dd_479
83.59790802001953,dd_118
89.0738525390625,dd_009
94.54898834228516,dd_397
86.16534423828125,dd_398
94.57893371582031,dd_323
91.10411834716797,dd_446
96.39612579345703,dd_232
95.8479232788086,dd_013
89.9634017944336,dd_116
92.05644989013672,dd_274
98.15515899658203,dd_357
95.70133972167969,dd_371
91.14415740966797,dd_087
89.10816192626953,dd_115
92.75299072265625,dd_072
89.60053253173828,dd_406
95.62129211425781,dd_419
84.9917221069336,dd_425
87.37397766113281,dd_293
91.0390853881836,dd_417
92.6998062133789,dd_120
87.61839294433594,dd_031
90.05513763427734,dd_146
91.72249603271484,dd_370
90.30781555175781,dd_465
90.73991394042969,dd_103
95.8675765991211,dd_041
90.66844177246094,dd_192
92.46501922607422,dd_050
97.40126037597656,dd_094
85.2507095336914,dd_454
88.34741973876953,dd_430
92.6392822265625,dd_224
88.47955322265625,dd_364
92.28260803222656,dd_008
88.62864685058594,dd_451
94.27113342285156,dd_040
100.95267486572266,dd_352
90.38704681396484,dd_130
97.4898910522461,dd_166
91.09651947021484,dd_141
85.34730529785156,dd_391
89.6769027709961,dd_251
88.97366333007812,dd_410
87.91535949707031,dd_388
97.93206024169922,dd_154
90.82393646240234,dd_004
87.76911163330078,dd_256
91.56922149658203,dd_436
88.20354461669922,dd_279
94.53907775878906,dd_234
90.40660858154297,dd_047
86.20941925048828,dd_304
98.4364013671875,dd_369
87.47171020507812,dd_326
91.17494201660156,dd_142
90.51557922363281,dd_302
90.63179016113281,dd_101
92.91374206542969,dd_378
84.29903411865234,dd_165
88.91217803955078,dd_347
97.33036804199219,dd_060
97.54953002929688,dd_001
87.860595703125,dd_470
89.20658874511719,dd_035
90.03091430664062,dd_128
90.28363037109375,dd_071
83.484375,dd_351
95.44242858886719,dd_418
92.79209899902344,dd_028
90.88793182373047,dd_374
97.92427062988281,dd_012
88.5701675415039,dd_402
91.90560913085938,dd_048
97.61261749267578,dd_497
89.21827697753906,dd_233
92.57302856445312,dd_372
92.57978057861328,dd_078
93.2137222290039,dd_117
94.39727783203125,dd_363
89.43569946289062,dd_248
87.916259765625,dd_221
90.48617553710938,dd_100
93.98088836669922,dd_206
90.07757568359375,dd_437
89.91807556152344,dd_203
90.95063018798828,dd_393
92.05003356933594,dd_466
93.50019073486328,dd_244
95.41173553466797,dd_359
91.51019287109375,dd_204
92.67276000976562,dd_037
88.18172454833984,dd_098
93.32150268554688,dd_167
89.5033950805664,dd_250
91.67875671386719,dd_125
97.1259765625,dd_377
82.46522521972656,dd_000
103.93685913085938,dd_181
96.02224731445312,dd_464
85.95726013183594,dd_083
96.24140167236328,dd_457
86.21038055419922,dd_043
87.236328125,dd_358
91.83082580566406,dd_356
91.03141021728516,dd_011
91.86184692382812,dd_311
88.7088851928711,dd_096
85.67303466796875,dd_306
93.55931854248047,dd_079
93.11265563964844,dd_494
96.89445495605469,dd_177
86.43401336669922,dd_404
91.4748764038086,dd_089
90.50886535644531,dd_030
89.47906494140625,dd_316
91.35740661621094,dd_394
91.81634521484375,dd_032
92.57660675048828,dd_215
97.74153900146484,dd_131
91.68328094482422,dd_400
89.33524322509766,dd_434
94.25354766845703,dd_184
90.7232894897461,dd_200
88.8674087524414,dd_068
86.64299011230469,dd_051
91.6109390258789,dd_069
93.43274688720703,dd_067
91.70294952392578,dd_104
93.41053009033203,dd_242
92.5737533569336,dd_337
85.89714050292969,dd_312
91.17715454101562,dd_257
93.4144287109375,dd_301
94.61876678466797,dd_275
89.9461669921875,dd_163
89.82151794433594,dd_109
88.20012664794922,dd_053
90.20655822753906,dd_361
93.67227172851562,dd_179
87.68577575683594,dd_014
85.69819641113281,dd_190
95.50849914550781,dd_492
93.56653594970703,dd_455
88.29510498046875,dd_033
91.16458129882812,dd_449
89.26837921142578,dd_246
92.32255554199219,dd_299
88.19976043701172,dd_409
93.2279281616211,dd_052
94.31021881103516,dd_421
93.27909088134766,dd_258
98.62097930908203,dd_088
91.42224884033203,dd_187
91.1905517578125,dd_332
91.25941467285156,dd_255
90.419189453125,dd_476
92.66386413574219,dd_321
90.11224365234375,dd_207
90.44963836669922,dd_473
88.01117706298828,dd_188
92.60962677001953,dd_019
95.87837982177734,dd_315
89.85518646240234,dd_412
90.54737091064453,dd_122
91.02934265136719,dd_271
87.84312438964844,dd_435
93.40205383300781,dd_376
95.59752655029297,dd_183
81.1432876586914,dd_443
93.18828582763672,dd_423
92.80252838134766,dd_180
90.16166687011719,dd_389
92.35169982910156,dd_390
96.09404754638672,dd_139
89.3497543334961,dd_102
93.81539154052734,dd_018
91.51409912109375,dd_334
91.16490936279297,dd_176
85.64605712890625,dd_126
94.47101593017578,dd_262
90.56949615478516,dd_021
89.75608825683594,dd_227
84.64846801757812,dd_015
96.3942642211914,dd_164
86.92034149169922,dd_220
81.71922302246094,dd_468
94.37246704101562,dd_368
84.08478546142578,dd_006
92.52049255371094,dd_241
89.36874389648438,dd_175
90.87796783447266,dd_105
84.3238525390625,dd_107
87.8456802368164,dd_038
91.61298370361328,dd_490
93.16179656982422,dd_093
88.04976654052734,dd_237
89.92232513427734,dd_313
89.40498352050781,dd_469
87.12008666992188,dd_343
90.39603424072266,dd_278
88.50526428222656,dd_493
92.66877746582031,dd_026
92.18807983398438,dd_324
98.0871810913086,dd_137
96.55470275878906,dd_439
90.25983428955078,dd_467
95.60721588134766,dd_210
94.22452545166016,dd_415
92.68289184570312,dd_481
94.87637329101562,dd_074
90.25879669189453,dd_144
88.53282165527344,dd_066
91.7290267944336,dd_367
93.1834945678711,dd_099
89.31859588623047,dd_263
92.19481658935547,dd_076
86.34801483154297,dd_110
93.01244354248047,dd_055
93.6025161743164,dd_205
91.02131652832031,dd_317
86.49983978271484,dd_024
90.65261840820312,dd_403
87.26314544677734,dd_345
86.70879364013672,dd_239
86.076416015625,dd_225
94.30290985107422,dd_309
91.92292022705078,dd_453
96.5262451171875,dd_442
88.78428649902344,dd_433
96.18152618408203,dd_003
87.82036590576172,dd_034
91.709716796875,dd_114
93.06731414794922,dd_362
