Dmax,file
90.619140625,dr_240
83.4501724243164,dr_301
84.0655517578125,dr_465
85.47028350830078,dr_325
86.71514129638672,dr_242
82.95328521728516,dr_254
86.59544372558594,dr_204
82.13402557373047,dr_166
85.0113754272461,dr_006
90.39945220947266,dr_256
84.2987060546875,dr_187
79.36634826660156,dr_133
82.00093078613281,dr_459
81.17967987060547,dr_287
83.80674743652344,dr_498
87.2028579711914,dr_453
86.9075698852539,dr_058
92.79293060302734,dr_070
84.76765441894531,dr_078
81.81941223144531,dr_411
80.28286743164062,dr_052
86.06676483154297,dr_202
81.44893646240234,dr_231
84.04176330566406,dr_368
84.72323608398438,dr_094
85.08685302734375,dr_000
76.30267333984375,dr_226
90.90443420410156,dr_228
91.61434173583984,dr_349
84.01056671142578,dr_390
84.78639221191406,dr_414
79.53630065917969,dr_215
84.22756958007812,dr_323
89.85759735107422,dr_007
88.02112579345703,dr_270
85.26235961914062,dr_083
92.35115051269531,dr_247
83.16657257080078,dr_466
91.57838439941406,dr_198
84.58536529541016,dr_023
77.9105453491211,dr_317
82.18033599853516,dr_126
85.05668640136719,dr_079
87.85657501220703,dr_074
83.76206970214844,dr_073
91.64340209960938,dr_379
79.07604217529297,dr_177
86.9299087524414,dr_153
84.24720001220703,dr_275
84.73926544189453,dr_341
89.010498046875,dr_491
86.12821197509766,dr_211
80.2780990600586,dr_065
83.2371597290039,dr_496
76.63957214355469,dr_474
77.20895385742188,dr_120
78.2820816040039,dr_034
82.55300903320312,dr_267
81.97125244140625,dr_049
79.55589294433594,dr_015
88.65927124023438,dr_217
81.44599914550781,dr_071
86.87979125976562,dr_096
86.12255859375,dr_330
76.8624267578125,dr_335
89.83405303955078,dr_336
88.38577270507812,dr_362
89.9988784790039,dr_345
78.4837417602539,dr_488
80.02228546142578,dr_334
80.85697937011719,dr_397
89.54340362548828,dr_163
89.18993377685547,dr_266
88.8492431640625,dr_101
78.43769073486328,dr_369
86.45680236816406,dr_097
85.3875732421875,dr_165
88.60562896728516,dr_222
83.99525451660156,dr_119
82.73435974121094,dr_376
88.47752380371094,dr_175
80.26792907714844,dr_404
82.3486557006836,dr_043
85.97350311279297,dr_042
84.48834228515625,dr_308
81.81549835205078,dr_086
83.92245483398438,dr_403
84.81147766113281,dr_284
91.90731048583984,dr_103
84.95478820800781,dr_342
81.19877624511719,dr_230
83.41100311279297,dr_167
89.00605773925781,dr_312
84.55304718017578,dr_067
90.83580017089844,dr_168
75.18254089355469,dr_268
83.12349700927734,dr_137
88.48065185546875,dr_380
84.4842529296875,dr_277
82.27409362792969,dr_357
85.05069732666016,dr_263
78.57726287841797,dr_155
84.83558654785156,dr_372
80.9386215209961,dr_273
80.81731414794922,dr_075
88.93816375732422,dr_016
85.64505767822266,dr_289
82.39762115478516,dr_098
82.24655151367188,dr_475
83.7990951538086,dr_352
91.66079711914062,dr_129
87.39622497558594,dr_450
81.36109924316406,dr_048
83.2885513305664,dr_415
84.93187713623047,dr_420
81.87354278564453,dr_203
88.83976745605469,dr_148
85.85023498535156,dr_024
83.40060424804688,dr_051
89.14913940429688,dr_285
90.82705688476562,dr_206
84.71236419677734,dr_044
83.35641479492188,dr_149
85.56156158447266,dr_059
83.64352416992188,dr_443
88.65107727050781,dr_389
86.16529846191406,dr_201
86.88993835449219,dr_185
83.95600128173828,dr_484
83.593994140625,dr_218
83.07386779785156,dr_184
90.06646728515625,dr_468
84.56745147705078,dr_158
80.62333679199219,dr_435
83.9572525024414,dr_039
78.6407241821289,dr_428
90.7291030883789,dr_471
83.00174713134766,dr_257
88.4643783569336,dr_314
85.61077880859375,dr_478
91.68773651123047,dr_234
84.45709991455078,dr_396
81.3504409790039,dr_316
83.74147033691406,dr_214
90.92355346679688,dr_253
84.86075592041016,dr_430
85.15254211425781,dr_091
85.17686462402344,dr_409
86.77146911621094,dr_400
82.12947082519531,dr_156
81.00468444824219,dr_441
82.97581481933594,dr_216
87.0844955444336,dr_359
84.42333984375,dr_426
86.46270751953125,dr_009
80.07054901123047,dr_095
79.3840560913086,dr_319
79.28901672363281,dr_418
84.75767517089844,dr_431
87.33769226074219,dr_068
90.08767700195312,dr_100
91.77631378173828,dr_371
83.303955078125,dr_286
88.09234619140625,dr_053
89.67589569091797,dr_440
86.27828979492188,dr_402
84.5447006225586,dr_105
81.31568908691406,dr_085
83.20687103271484,dr_391
