Rg,file
30.72885150458131,dr_240
29.396305621857735,dr_301
29.284193758716253,dr_465
29.43681332581771,dr_325
30.35225427697517,dr_242
29.76401986302104,dr_254
30.156017928950046,dr_204
29.805898050520415,dr_166
29.87031935584077,dr_006
30.755098938466812,dr_256
29.898389919228922,dr_187
29.505282411469075,dr_133
29.454449959570642,dr_459
29.80074869240032,dr_287
29.96193437294377,dr_498
30.685621535799957,dr_453
30.329750892746844,dr_058
30.344742526808464,dr_070
30.138468898180953,dr_078
29.13768995763141,dr_411
29.33876916389466,dr_052
30.806167481261273,dr_202
28.933849441305735,dr_231
30.031972441131217,dr_368
30.222673488177275,dr_094
29.991915934904764,dr_000
28.52260376349237,dr_226
31.05428396202194,dr_228
30.82304461941777,dr_349
30.163440460334037,dr_390
29.881520243487124,dr_414
29.460422970847418,dr_215
30.62847503122562,dr_323
30.931563477541438,dr_007
29.514491221080913,dr_270
30.073615347968193,dr_083
30.811499219808105,dr_247
29.748288151209326,dr_466
30.80569222478225,dr_198
29.846202216291704,dr_023
29.389896886142605,dr_317
30.276804020940745,dr_126
29.99936327367734,dr_079
30.232024561624094,dr_074
30.102956541460085,dr_073
30.608871875298433,dr_379
29.719309239133946,dr_177
30.02664291841487,dr_153
29.759741735682457,dr_275
29.57777665842835,dr_341
30.021482268258993,dr_491
30.49190525499572,dr_211
29.884942238431474,dr_065
29.750139038242402,dr_496
28.4742748222167,dr_474
28.857211513132164,dr_120
29.426449687801572,dr_034
29.937092151044414,dr_267
29.955135188657312,dr_049
29.351582427179252,dr_015
30.972759778458357,dr_217
29.183013381790346,dr_071
30.423034440294188,dr_096
30.410231241948782,dr_330
29.384610843783413,dr_335
30.218384179505243,dr_336
30.70149965273384,dr_362
30.7344226636388,dr_345
29.184647581068504,dr_488
29.500936692887212,dr_334
29.40073668528932,dr_397
30.734138617988123,dr_163
30.666539609712327,dr_266
30.446020187449392,dr_101
28.834507796060034,dr_369
31.036663631570345,dr_097
30.37942413962439,dr_165
31.069666118459264,dr_222
29.732223278714965,dr_119
29.726990556071925,dr_376
30.81348486330353,dr_175
29.813768071681363,dr_404
29.468230436732192,dr_043
30.123910756854546,dr_042
30.08974759978949,dr_308
29.742762722099883,dr_086
30.464341294743004,dr_403
30.33610584470503,dr_284
30.693879722673746,dr_103
30.00125950254376,dr_342
29.435213558323927,dr_230
29.953574453304597,dr_167
30.452435278920685,dr_312
30.288129525793877,dr_067
30.684689400956803,dr_168
28.46190737763787,dr_268
29.857997816969487,dr_137
30.085044558831605,dr_380
29.94216201750148,dr_277
29.799801855022515,dr_357
30.10373246725776,dr_263
29.53337934090251,dr_155
30.76922630550563,dr_372
29.606081370747564,dr_273
29.046683340852017,dr_075
30.448250140416548,dr_016
30.13104062636542,dr_289
29.398132447963267,dr_098
30.052201199097258,dr_475
29.894963972017923,dr_352
30.783836330448672,dr_129
29.69224881702807,dr_450
29.667112017579854,dr_048
29.50875008369022,dr_415
30.12744042946756,dr_420
30.18703446681935,dr_203
30.513440019813284,dr_148
30.130381921906956,dr_024
29.492593309231935,dr_051
30.708914183685103,dr_285
30.624564388685023,dr_206
29.858304698352516,dr_044
29.970012793961843,dr_149
30.183478469583704,dr_059
29.721756684074585,dr_443
30.18602213036541,dr_389
29.912096714873925,dr_201
30.127124450557368,dr_185
30.07162772159892,dr_484
30.12991525002773,dr_218
29.491932944782015,dr_184
30.2975613146922,dr_468
29.899488869543248,dr_158
29.839854232275385,dr_435
30.401162510237533,dr_039
29.33538851299425,dr_428
30.915011239567782,dr_471
30.047350378428927,dr_257
30.734374663695423,dr_314
29.997174195768864,dr_478
30.981522810537605,dr_234
29.633407992940842,dr_396
28.89770490034551,dr_316
30.05724154573339,dr_214
30.779705557160522,dr_253
29.90915079203572,dr_430
29.929948718505955,dr_091
29.97087342493262,dr_409
30.90510814762265,dr_400
30.095929308743095,dr_156
29.870426058948187,dr_441
30.024245685243162,dr_216
30.494222483569672,dr_359
29.992602938844204,dr_426
30.40000296288283,dr_009
28.63978818204497,dr_095
29.305169594140235,dr_319
29.364907204992242,dr_418
29.77343625373447,dr_431
30.682483559381826,dr_068
30.691230239158887,dr_100
30.399431958445714,dr_371
29.657428219028024,dr_286
30.20128919142863,dr_053
30.700787194888708,dr_440
29.809535348589776,dr_402
30.375758161063363,dr_105
29.940549617799768,dr_085
29.562175871189357,dr_391
30.29460393837119,dr_021
29.967382433493324,dr_017
28.42896599414484,dr_433
29.90688961154373,dr_343
28.726323294550344,dr_300
29.929515815811406,dr_195
30.33664119749554,dr_327
29.8196095274163,dr_092
30.04808557758904,dr_292
29.67309395521026,dr_479
30.129296135271016,dr_378
29.06182288112581,dr_280
29.992268534038676,dr_315
29.728625990839223,dr_463
28.878382580225658,dr_140
30.333214037422085,dr_375
30.694419343932676,dr_018
29.840454766485486,dr_135
30.05781366715765,dr_470
30.113549744715776,dr_107
29.897263081045484,dr_125
28.78500420982248,dr_157
30.032479222089712,dr_299
29.817940859221498,dr_458
29.624359357801726,dr_492
29.956209153855294,dr_260
30.72283339081651,dr_485
29.907796981875826,dr_410
30.771251678622736,dr_118
29.42901861994682,dr_476
29.786540270892054,dr_373
28.37715266513553,dr_225
29.691696235558346,dr_124
30.793195431902372,dr_076
30.227669167961782,dr_089
29.90416710067792,dr_358
29.65238107585414,dr_283
29.132739027505597,dr_313
28.4027558154626,dr_482
29.83490510929026,dr_020
29.89132632846533,dr_205
30.32936624693361,dr_324
30.179551966433632,dr_290
30.548454185516928,dr_132
29.879424723604405,dr_392
29.588068897739998,dr_274
30.234876784425122,dr_355
29.048891274997764,dr_353
30.130117134632634,dr_302
29.88216780962198,dr_189
29.4431362467916,dr_238
28.827533648514866,dr_123
30.16619900690649,dr_235
28.50032781883019,dr_213
29.88244536224404,dr_271
30.19853205942416,dr_055
29.29766355261851,dr_143
30.009628947068542,dr_036
29.545766043980034,dr_159
28.82988038741469,dr_477
30.708510407345447,dr_344
29.93497449548148,dr_437
29.50555433273007,dr_339
29.716239767587844,dr_346
29.81659617140491,dr_176
29.891161813181206,dr_090
30.065368211526707,dr_008
30.30887077348845,dr_236
30.650776725471818,dr_322
30.011249117035142,dr_261
30.086596960883014,dr_406
30.254213158399413,dr_374
30.656642533448206,dr_014
30.324589640065547,dr_210
30.50311848743169,dr_427
30.01029922725539,dr_081
29.728620267093063,dr_028
29.031965410598875,dr_030
30.580576817569664,dr_381
30.382822883144577,dr_340
30.645483357196746,dr_361
30.370195953240934,dr_454
30.025211216732277,dr_152
29.90890562763594,dr_050
30.95360013727684,dr_188
29.769893618937054,dr_193
29.895366552459585,dr_472
29.805271669134193,dr_398
29.763984862293768,dr_087
29.073745409100553,dr_282
29.631476665334834,dr_387
30.152599438797772,dr_035
29.375533517798868,dr_062
29.80141288891638,dr_012
29.76896786647065,dr_191
30.282625255365065,dr_416
30.008765942440554,dr_003
29.908987828279383,dr_288
29.993919043831923,dr_367
30.400530793322027,dr_032
30.313304584095448,dr_451
30.593832905174242,dr_407
29.251998999551347,dr_121
29.53529738381593,dr_417
29.629346079766016,dr_060
29.8008657286667,dr_019
29.818447436454175,dr_025
29.7725026385177,dr_111
28.435848666700213,dr_413
29.56555494503525,dr_063
30.249774030893775,dr_011
30.47640405551003,dr_295
29.948722784192473,dr_112
29.62965675302413,dr_171
29.886097169098495,dr_026
29.623379185678424,dr_262
29.981534162676276,dr_360
29.629905460142115,dr_161
29.581456394447304,dr_363
29.707458521390507,dr_146
29.63583888513485,dr_109
28.915349669221474,dr_046
28.92587632382924,dr_170
28.644769481362054,dr_445
30.835009931126436,dr_219
30.03622817076329,dr_147
29.80557769887769,dr_338
29.884552988330157,dr_265
30.644702870802632,dr_115
28.896736253453717,dr_331
29.820948859459858,dr_422
29.428846268445493,dr_486
29.754906299596346,dr_045
30.132624137432074,dr_386
30.29079778042316,dr_493
29.680691656397332,dr_425
29.47065016440212,dr_401
