end_to_end,file
36.941802978515625,dr_200
47.524505615234375,dr_333
37.56478500366211,dr_131
70.79387664794922,dr_245
67.716796875,dr_134
44.23855209350586,dr_348
41.254920959472656,dr_412
64.95677947998047,dr_294
50.179351806640625,dr_394
38.36283493041992,dr_388
67.02095794677734,dr_384
40.09965515136719,dr_481
50.75879669189453,dr_207
41.36822509765625,dr_432
64.60152435302734,dr_281
70.6134262084961,dr_106
66.85323333740234,dr_444
65.44188690185547,dr_022
66.95795440673828,dr_084
68.51699829101562,dr_099
38.50746536254883,dr_351
70.27471923828125,dr_291
44.24261474609375,dr_382
70.91229248046875,dr_038
69.74288940429688,dr_272
32.184547424316406,dr_377
69.7667465209961,dr_069
36.29155349731445,dr_305
40.74055862426758,dr_162
34.110660552978516,dr_027
68.0052261352539,dr_054
36.377342224121094,dr_455
68.37588500976562,dr_462
67.8323974609375,dr_293
67.1720962524414,dr_320
39.36284255981445,dr_110
65.36592102050781,dr_136
39.290382385253906,dr_449
45.86491012573242,dr_460
55.644752502441406,dr_223
37.26866149902344,dr_057
69.56318664550781,dr_122
44.113346099853516,dr_264
45.241851806640625,dr_144
44.09858322143555,dr_197
68.75151062011719,dr_010
50.70365524291992,dr_326
45.23734664916992,dr_233
35.520851135253906,dr_464
39.525733947753906,dr_364
67.14096069335938,dr_452
69.04537200927734,dr_182
56.23823547363281,dr_429
48.169654846191406,dr_179
38.27465057373047,dr_494
55.54472351074219,dr_310
43.05565643310547,dr_473
35.762351989746094,dr_434
42.32355499267578,dr_127
37.883453369140625,dr_255
53.73445510864258,dr_457
68.30784606933594,dr_366
70.29278564453125,dr_303
35.57384490966797,dr_311
57.0369758605957,dr_181
41.24812316894531,dr_142
45.52897644042969,dr_395
66.87346649169922,dr_227
40.28266525268555,dr_237
44.407554626464844,dr_405
68.77130889892578,dr_497
33.94252014160156,dr_194
36.5944938659668,dr_128
38.89344024658203,dr_220
42.01162338256836,dr_056
67.77032470703125,dr_318
69.20437622070312,dr_047
67.85893249511719,dr_088
40.05258560180664,dr_064
36.17105484008789,dr_296
46.83333206176758,dr_269
27.13216781616211,dr_209
35.124732971191406,dr_232
71.48209381103516,dr_082
42.43140411376953,dr_446
70.44185638427734,dr_208
37.278690338134766,dr_186
71.75179290771484,dr_250
66.55001831054688,dr_212
41.783023834228516,dr_480
41.91873550415039,dr_005
67.16822814941406,dr_307
54.154144287109375,dr_383
48.36526870727539,dr_150
32.70756149291992,dr_192
68.86582946777344,dr_173
37.77204895019531,dr_439
70.2108383178711,dr_183
39.58118438720703,dr_365
47.032867431640625,dr_447
55.79024887084961,dr_483
46.142486572265625,dr_130
49.551368713378906,dr_436
42.65299987792969,dr_279
49.674869537353516,dr_408
38.733150482177734,dr_423
43.37020492553711,dr_243
39.243011474609375,dr_258
52.11456298828125,dr_013
40.688533782958984,dr_139
41.23999786376953,dr_241
33.22967529296875,dr_276
49.46649932861328,dr_154
63.379940032958984,dr_456
46.31261444091797,dr_252
43.573036193847656,dr_160
38.63625717163086,dr_249
36.70981979370117,dr_304
66.85539245605469,dr_199
67.71468353271484,dr_138
61.09470748901367,dr_329
50.434654235839844,dr_328
49.06336212158203,dr_224
68.9796371459961,dr_002
66.81266784667969,dr_424
68.8199234008789,dr_489
37.48574447631836,dr_487
53.766719818115234,dr_448
39.899784088134766,dr_102
38.949623107910156,dr_309
70.74388122558594,dr_356
70.29216003417969,dr_190
42.36235046386719,dr_113
51.308067321777344,dr_037
39.51697540283203,dr_077
41.426185607910156,dr_337
43.598445892333984,dr_001
68.01099395751953,dr_370
55.00320816040039,dr_066
51.4368782043457,dr_490
38.26493453979492,dr_029
69.61548614501953,dr_145
69.73503875732422,dr_004
66.20227813720703,dr_031
45.937171936035156,dr_332
46.69362258911133,dr_061
