end_to_end,file
65.58170318603516,sd_236
68.84699249267578,sd_021
25.046754837036133,sd_324
30.94477081298828,sd_189
26.633411407470703,sd_256
26.036035537719727,sd_114
72.91705322265625,sd_199
62.14182662963867,sd_355
67.02167510986328,sd_289
18.85759925842285,sd_154
54.29412078857422,sd_328
32.063568115234375,sd_105
66.75743103027344,sd_425
56.34458923339844,sd_349
41.6028938293457,sd_357
27.013002395629883,sd_228
54.390907287597656,sd_214
5.846652984619141,sd_490
62.54358673095703,sd_121
37.629920959472656,sd_237
94.70536041259766,sd_302
58.87729263305664,sd_378
66.66648864746094,sd_404
86.38946533203125,sd_313
30.55124282836914,sd_288
48.63338088989258,sd_118
63.83901596069336,sd_077
66.54185485839844,sd_369
74.72346496582031,sd_061
80.12857055664062,sd_392
23.748170852661133,sd_383
66.28205871582031,sd_089
35.35548782348633,sd_443
68.65707397460938,sd_363
44.60244369506836,sd_023
67.66156005859375,sd_455
51.40266036987305,sd_091
73.8537368774414,sd_452
78.14049530029297,sd_338
43.23686981201172,sd_486
96.39576721191406,sd_059
72.18811798095703,sd_267
63.68681335449219,sd_465
52.096858978271484,sd_280
66.34870147705078,sd_454
58.666385650634766,sd_053
47.183353424072266,sd_111
39.8888053894043,sd_080
59.644222259521484,sd_159
61.23357391357422,sd_278
63.86867141723633,sd_272
67.0501480102539,sd_405
85.20738983154297,sd_463
62.44997787475586,sd_184
28.457599639892578,sd_365
57.627323150634766,sd_410
40.763851165771484,sd_007
30.423933029174805,sd_149
86.66140747070312,sd_115
71.92498016357422,sd_032
74.4566421508789,sd_478
83.63456726074219,sd_411
38.17878341674805,sd_466
68.63815307617188,sd_195
50.80168914794922,sd_319
57.065757751464844,sd_205
24.12497901916504,sd_120
60.09712219238281,sd_196
66.2021484375,sd_497
53.13032150268555,sd_055
34.510353088378906,sd_304
30.964445114135742,sd_330
47.71139907836914,sd_309
67.0631103515625,sd_377
74.36775207519531,sd_373
78.1396484375,sd_398
82.05148315429688,sd_139
40.60758590698242,sd_140
74.00943756103516,sd_245
46.51951217651367,sd_142
77.42790222167969,sd_294
78.8687744140625,sd_433
28.621068954467773,sd_161
68.4288558959961,sd_109
57.60398483276367,sd_271
41.27903747558594,sd_372
94.56326293945312,sd_069
88.22235870361328,sd_034
58.40760040283203,sd_148
50.816715240478516,sd_250
41.36304473876953,sd_113
31.842060089111328,sd_153
92.42383575439453,sd_448
70.3896255493164,sd_264
46.82411193847656,sd_036
52.663326263427734,sd_218
13.9652738571167,sd_321
73.79613494873047,sd_353
56.188926696777344,sd_395
83.54882049560547,sd_221
72.93971252441406,sd_430
59.4693717956543,sd_197
51.131500244140625,sd_427
93.92141723632812,sd_258
59.99342346191406,sd_434
93.64944458007812,sd_428
48.57786560058594,sd_322
72.49313354492188,sd_171
60.51050567626953,sd_299
15.9369478225708,sd_182
65.3719253540039,sd_099
20.500423431396484,sd_207
59.31901168823242,sd_407
17.181713104248047,sd_432
83.01282501220703,sd_028
75.5666275024414,sd_263
74.69805145263672,sd_261
53.3951416015625,sd_384
40.95964813232422,sd_070
64.25532531738281,sd_095
78.9517593383789,sd_203
49.140777587890625,sd_362
97.47286987304688,sd_314
67.3604965209961,sd_018
54.704193115234375,sd_291
61.956398010253906,sd_011
20.615083694458008,sd_226
12.777253150939941,sd_086
44.14260482788086,sd_495
28.340120315551758,sd_200
64.39965057373047,sd_065
29.175138473510742,sd_320
52.520442962646484,sd_146
53.678951263427734,sd_471
83.25586700439453,sd_168
59.81427001953125,sd_063
21.20962142944336,sd_123
61.513755798339844,sd_253
39.575164794921875,sd_235
51.353397369384766,sd_431
82.8263931274414,sd_233
49.57669448852539,sd_187
29.13045310974121,sd_101
86.29593658447266,sd_429
78.23352813720703,sd_351
65.03370666503906,sd_440
44.97097396850586,sd_116
87.42675018310547,sd_079
51.87004852294922,sd_107
46.17938232421875,sd_367
56.16132354736328,sd_359
74.66490173339844,sd_155
45.356285095214844,sd_222
61.38982391357422,sd_360
34.33169174194336,sd_453
68.9319839477539,sd_251
20.583898544311523,sd_246
22.60140037536621,sd_259
61.345455169677734,sd_441
55.8890380859375,sd_049
76.0348892211914,sd_002
31.426116943359375,sd_167
48.86960220336914,sd_234
65.69324493408203,sd_042
59.38996124267578,sd_496
76.46412658691406,sd_354
18.062023162841797,sd_344
75.50662231445312,sd_488
78.56158447265625,sd_282
91.44860076904297,sd_022
57.48329162597656,sd_483
62.66451644897461,sd_090
82.55025482177734,sd_402
64.91617584228516,sd_143
64.5078125,sd_492
21.944486618041992,sd_068
92.38282012939453,sd_130
77.023681640625,sd_274
73.85111236572266,sd_229
68.44139862060547,sd_376
61.82503128051758,sd_135
24.970632553100586,sd_423
76.78602600097656,sd_337
90.71048736572266,sd_277
62.80366897583008,sd_285
37.92802429199219,sd_329
57.969966888427734,sd_420
85.36844635009766,sd_043
69.61821746826172,sd_290
56.48393249511719,sd_227
82.33087158203125,sd_265
37.762393951416016,sd_306
44.168182373046875,sd_088
79.39710235595703,sd_380
44.88999557495117,sd_364
25.951623916625977,sd_166
53.266475677490234,sd_046
84.96467590332031,sd_040
75.51860046386719,sd_464
84.97964477539062,sd_050
84.6246109008789,sd_056
25.637720108032227,sd_157
88.46984100341797,sd_004
73.42693328857422,sd_102
47.266231536865234,sd_279
63.80068588256836,sd_480
78.2906265258789,sd_152
43.097557067871094,sd_020
56.063026428222656,sd_202
68.85186004638672,sd_460
64.93196868896484,sd_160
56.26894760131836,sd_390
78.0554428100586,sd_137
61.216609954833984,sd_066
76.560791015625,sd_248
78.55833435058594,sd_112
60.64974594116211,sd_296
35.06009292602539,sd_340
78.95767211914062,sd_047
49.283851623535156,sd_038
37.02243423461914,sd_310
74.93535614013672,sd_315
78.67494201660156,sd_249
84.536865234375,sd_014
57.72894287109375,sd_126
29.333723068237305,sd_346
99.92324829101562,sd_210
79.29680633544922,sd_476
48.302040100097656,sd_414
79.67931365966797,sd_459
71.97894287109375,sd_017
30.92253303527832,sd_134
27.43215560913086,sd_174
50.016021728515625,sd_206
41.84193801879883,sd_124
49.6300048828125,sd_151
84.54304504394531,sd_093
65.99583435058594,sd_085
63.650753021240234,sd_075
48.88322067260742,sd_457
67.4024887084961,sd_477
75.76219940185547,sd_388
79.61589050292969,sd_462
57.460201263427734,sd_400
58.5445442199707,sd_035
55.279361724853516,sd_181
24.137556076049805,sd_185
66.09606170654297,sd_298
30.28314971923828,sd_243
43.63086700439453,sd_024
34.803714752197266,sd_442
48.623565673828125,sd_098
66.23307037353516,sd_164
24.288665771484375,sd_345
32.5071907043457,sd_396
86.16390991210938,sd_117
40.05084991455078,sd_371
89.01619720458984,sd_262
77.04344940185547,sd_054
35.99089050292969,sd_347
65.85013580322266,sd_082
112.15535736083984,sd_491
89.9363021850586,sd_083
31.9642276763916,sd_044
23.811370849609375,sd_211
57.876312255859375,sd_092
92.39107513427734,sd_341
57.093231201171875,sd_255
59.642433166503906,sd_421
37.2529411315918,sd_208
44.68408966064453,sd_386
89.37852478027344,sd_303
50.79405975341797,sd_339
72.71477508544922,sd_446
95.95924377441406,sd_461
57.484344482421875,sd_482
85.06884002685547,sd_394
52.437007904052734,sd_317
47.40272521972656,sd_008
31.075300216674805,sd_284
103.7799072265625,sd_419
88.03211212158203,sd_219
50.87480163574219,sd_487
100.92021179199219,sd_198
54.72710418701172,sd_493
51.113624572753906,sd_295
50.48286819458008,sd_412
35.25047302246094,sd_350
