Dmax,file
98.97038269042969,sd_297
120.724609375,sd_325
106.61832427978516,sd_494
108.52613830566406,sd_039
105.73601531982422,sd_451
103.56774139404297,sd_190
96.78105163574219,sd_188
101.8210678100586,sd_397
111.68999481201172,sd_275
99.1947250366211,sd_391
96.61466979980469,sd_144
109.28775787353516,sd_368
103.3251953125,sd_013
109.52790832519531,sd_100
110.33436584472656,sd_078
95.54287719726562,sd_051
108.58143615722656,sd_335
119.13093566894531,sd_220
107.22966003417969,sd_331
131.55503845214844,sd_238
103.6696548461914,sd_393
112.73310089111328,sd_094
96.96176147460938,sd_010
114.3523178100586,sd_300
102.02616882324219,sd_231
115.82550811767578,sd_381
114.15487670898438,sd_041
96.46334075927734,sd_467
105.06806182861328,sd_128
90.96166229248047,sd_348
119.73584747314453,sd_273
115.82073211669922,sd_499
114.24845123291016,sd_247
109.68916320800781,sd_162
111.98470306396484,sd_415
96.31060791015625,sd_470
109.33836364746094,sd_119
101.98771667480469,sd_252
102.84757995605469,sd_447
109.82324981689453,sd_074
101.81037902832031,sd_240
95.362060546875,sd_408
114.69085693359375,sd_136
102.75123596191406,sd_333
114.82801818847656,sd_436
104.18025207519531,sd_072
101.7870101928711,sd_150
106.87752532958984,sd_183
97.12530517578125,sd_176
102.29645538330078,sd_225
108.00656127929688,sd_276
109.16510009765625,sd_108
113.55902099609375,sd_241
104.9835433959961,sd_444
102.69694519042969,sd_003
112.04916381835938,sd_401
105.7708511352539,sd_332
107.7796401977539,sd_104
98.42425537109375,sd_009
104.23688507080078,sd_292
109.7921371459961,sd_417
108.84302520751953,sd_327
105.95047760009766,sd_287
97.83007049560547,sd_212
100.46327209472656,sd_019
110.85002899169922,sd_215
102.5575942993164,sd_141
100.53746032714844,sd_193
110.34764862060547,sd_413
108.57563018798828,sd_006
102.53911590576172,sd_403
101.06314849853516,sd_479
115.34314727783203,sd_026
98.67172241210938,sd_133
104.60382843017578,sd_217
104.60284423828125,sd_191
96.72222900390625,sd_163
109.88567352294922,sd_358
109.95063018798828,sd_073
97.77064514160156,sd_318
98.11991119384766,sd_097
100.98336791992188,sd_439
103.99778747558594,sd_058
109.84776306152344,sd_048
99.60014343261719,sd_399
108.54308319091797,sd_469
102.96141052246094,sd_087
101.60521697998047,sd_037
105.59619903564453,sd_361
105.37574768066406,sd_129
98.28221130371094,sd_437
122.04462432861328,sd_106
113.22454833984375,sd_201
110.5691909790039,sd_000
99.34674835205078,sd_177
103.55377960205078,sd_268
98.47447967529297,sd_213
109.032958984375,sd_336
114.3319091796875,sd_172
102.60289001464844,sd_178
102.75537109375,sd_216
101.37471771240234,sd_239
99.6790542602539,sd_293
106.76546478271484,sd_326
109.54051971435547,sd_180
103.25601196289062,sd_015
98.36695098876953,sd_096
111.62557983398438,sd_016
114.4778060913086,sd_270
97.15686798095703,sd_260
101.95563507080078,sd_323
115.6784896850586,sd_474
109.06745910644531,sd_223
98.78108978271484,sd_266
104.20537567138672,sd_308
113.4651107788086,sd_169
106.99161529541016,sd_379
114.36688995361328,sd_254
108.36127471923828,sd_375
112.07112121582031,sd_485
100.47306060791016,sd_158
109.31149291992188,sd_382
105.781982421875,sd_025
107.17057800292969,sd_422
104.9277114868164,sd_481
96.76402282714844,sd_484
106.59454345703125,sd_475
120.6897964477539,sd_057
109.72002410888672,sd_416
104.35558319091797,sd_029
104.22376251220703,sd_138
104.62908935546875,sd_418
111.14591979980469,sd_334
101.30830383300781,sd_374
107.10932159423828,sd_426
99.64305877685547,sd_081
102.32886505126953,sd_370
100.75264739990234,sd_076
108.60327911376953,sd_071
110.90776062011719,sd_286
107.78645324707031,sd_031
103.99351501464844,sd_125
107.33663940429688,sd_030
114.77592468261719,sd_305
95.78752899169922,sd_012
104.94275665283203,sd_084
98.95410919189453,sd_342
103.32667541503906,sd_449
116.37903594970703,sd_122
105.13401794433594,sd_186
107.57138061523438,sd_232
106.81078338623047,sd_316
105.7009048461914,sd_257
113.61514282226562,sd_045
97.80003356933594,sd_033
103.4113540649414,sd_132
103.8301773071289,sd_468
91.84215545654297,sd_450
111.70389556884766,sd_242
107.41246795654297,sd_269
117.31380462646484,sd_147
105.29411315917969,sd_027
106.3606948852539,sd_472
114.10528564453125,sd_438
103.55825805664062,sd_165
106.14240264892578,sd_301
99.6793212890625,sd_352
104.67205810546875,sd_283
102.80215454101562,sd_406
96.28475189208984,sd_131
111.27337646484375,sd_307
110.2535171508789,sd_204
110.70742797851562,sd_156
105.2586669921875,sd_473
112.06746673583984,sd_194
